,budget,id,revenue,runtime,views,likes,dislikes,n_trailers,daysSinceStart,dayInYear,Mystery,Romance,Family,Science Fiction,Horror,Crime,Drama,Fantasy,Western,Animation,Music,Adventure,Foreign,Action,TV Movie,Comedy,Documentary,War,Thriller,History,numlang,cn,da,de,en,es,fr,hi,it,ja,ko,ml,ru,ta,zh,profit,isProfitable
3543,30000000,49009,20348249.0,133.0,5022167,6772,277,1,34906,245,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-9651751.0,0
3544,42000000,46528,11087569.0,100.0,2710162,4605,282,1,34996,335,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-30912431.0,0
3545,9100000,14070,76000000.0,183.0,279742,424,31,1,34289,359,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,66900000.0,1
3546,40000000,23047,88100000.0,95.0,81486,139,7,1,35032,6,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,48100000.0,1
3547,11000000,23174,15500000.0,80.0,791,2,0,1,34157,227,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4500000.0,1
3548,163000000,49849,174822325.0,119.0,1075650,1043,48,4,35235,209,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11822325.0,1
3549,70000000,44564,67112664.0,111.0,791550,352,53,3,35038,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-2887336.0,0
3550,27000000,51876,161849455.0,105.0,4216582,8582,173,1,35092,66,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,134849455.0,1
3551,2000000,43947,572809.0,108.0,222952,77,12,1,34828,167,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1427191.0,0
3552,25000000,41630,147780440.0,107.0,776383,0,0,1,35046,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,122780440.0,1
3553,40000000,50348,85412898.0,119.0,2801697,2249,128,1,35101,75,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,45412898.0,1
3554,37000000,48171,96047633.0,114.0,3014438,3030,248,1,35053,27,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,59047633.0,1
3555,93,50217,2500000.0,107.0,19784,17,1,1,35053,27,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2499907.0,1
3556,15000000,45272,20529194.0,117.0,898040,1377,70,1,35016,355,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5529194.0,1
3557,30000000,48138,130786397.0,113.0,3453794,3942,232,2,35072,46,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100786397.0,1
3558,30000000,48340,108609310.0,108.0,25410,11,2,1,35059,33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,78609310.0,1
3559,36000000,45772,189712432.0,84.0,323367,318,49,1,35038,12,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,153712432.0,1
3560,10000000,50204,4349187.0,91.0,565495,874,37,1,34962,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-5650813.0,0
3561,10000000,43552,1068682.0,92.0,1833902,1490,129,1,34914,253,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-8931318.0,0
3562,40000000,39513,97552050.0,104.0,1204773,1635,62,1,35070,44,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,57552050.0,1
3563,50000000,47327,28931401.0,105.0,329190,383,104,1,35080,54,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-21068599.0,0
3564,135000000,44896,245724603.0,107.0,10675572,12926,930,2,35086,60,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,110724603.0,1
3565,19000000,50725,6928068.0,97.0,4648325,7602,304,2,35088,62,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-12071932.0,0
3566,50200000,38050,127869379.0,106.0,1070877,2236,83,1,35087,61,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,77669379.0,1
3567,40000000,27582,51070807.0,93.0,8809843,8135,398,1,35038,12,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11070807.0,1
3568,36000000,48988,83160734.0,105.0,1729688,1777,137,1,35081,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,47160734.0,1
3569,25000000,49494,27122040.0,114.0,5098121,4764,560,1,35064,38,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2122040.0,1
3570,50000000,46529,144492830.0,109.0,1615017,5300,185,2,35074,48,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,94492830.0,1
3571,10400000,51200,20967660.0,120.0,84882,348,3,1,34827,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10567660.0,1
3572,70000000,44943,202466756.0,116.0,1648218,2752,153,2,35092,66,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,132466756.0,1
3573,150000000,50321,38992758.0,88.0,160926,215,74,1,35093,67,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-111007242.0,0
3574,15000000,31162,21500000.0,102.0,4258,5,0,1,34660,364,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6500000.0,1
3575,80000000,50546,214918407.0,117.0,9896059,10783,600,2,35066,40,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,134918407.0,1
3576,42000000,49730,89162162.0,100.0,15016477,24052,4198,2,35095,69,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,47162162.0,1
3577,32000000,38322,83615414.0,107.0,2830196,3319,351,2,35072,46,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,51615414.0,1
3578,2500000,45132,324138.0,96.0,165726,494,31,1,34912,251,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-2175862.0,0
3579,3500000,46146,4159678.0,103.0,1091540,2124,105,1,34962,301,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,659678.0,1
3580,32000000,45612,147332697.0,93.0,7954258,13766,378,1,35114,88,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,115332697.0,1
3581,82000000,23629,89792502.0,110.0,2396730,4647,341,1,35108,82,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7792502.0,1
3582,8000000,58232,1749457.0,96.0,1668451,3118,204,1,35058,32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-6250543.0,0
3583,6000000,57521,3770657.0,108.0,145853,122,8,1,34943,282,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2229343.0,0
3584,1500000,49018,97009150.0,103.0,17901817,23317,1576,1,34916,255,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,95509150.0,1
3585,3000000,49010,748453.0,86.0,3892143,13485,765,1,35151,125,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-2251547.0,0
3586,10831173,55725,10654385.0,106.0,137956,108,6,1,35102,76,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-176788.0,0
3587,6500000,44898,753808.0,109.0,95934,207,13,1,34519,223,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-5746192.0,0
3588,3,39356,43.0,87.0,960873,1888,70,1,34705,44,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,40.0,1
3589,21000000,60307,72417394.0,99.0,5219998,9364,572,1,35109,83,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,51417394.0,1
3590,12000000,53172,204940.0,108.0,680737,594,42,1,34674,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-11795060.0,0
3591,63000000,50359,183953723.0,95.0,298528,239,23,1,35114,88,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,120953723.0,1
3592,19000000,73191,2119994.0,93.0,48905,0,0,1,28779,327,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-16880006.0,0
3593,6000000,58857,17555141.0,141.0,3765641,4628,209,1,34912,251,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11555141.0,1
3594,30000000,50456,63782078.0,111.0,853951,1644,75,2,35122,96,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,6.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,33782078.0,1
3595,3000000,51423,4800080.0,99.0,193015,102,9,1,35004,343,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800080.0,1
3596,40000000,49012,45735397.0,110.0,4249760,6500,606,1,35123,97,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5735397.0,1
3597,40000000,41446,97138686.0,111.0,286449,345,29,1,35126,100,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,57138686.0,1
3598,90000000,46195,484635760.0,96.0,3351403,3082,568,1,35118,92,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,394635760.0,1
3599,7400000,62215,21817298.0,136.0,8876023,12534,1263,1,35171,145,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14417298.0,1
3600,150000000,10195,449326618.0,115.0,5601836,9141,395,1,35136,110,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,299326618.0,1
3601,15000000,56780,4627375.0,97.0,3347438,0,0,1,35129,103,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-10372625.0,0
3602,4000000,48415,65584679.0,102.0,96356,94,6,1,34934,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,61584679.0,1
3603,38000000,55787,114156230.0,120.0,196590,255,18,1,35099,73,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,76156230.0,1
3604,125000000,51497,626137675.0,130.0,3827301,5773,166,2,35135,109,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,501137675.0,1
3605,6800000,46738,7103838.0,130.0,1035440,1947,73,1,34907,246,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,303838.0,1
3606,18000000,43959,47088990.0,106.0,6451570,7943,300,2,35123,97,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,29088990.0,1
3607,35000000,49022,59901913.0,112.0,1658404,4441,107,2,35150,124,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24901913.0,1
3608,32500000,55721,288383523.0,125.0,3447920,3950,330,1,35143,117,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,255883523.0,1
3609,60000000,38321,78309131.0,87.0,1321482,1593,140,2,35150,124,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18309131.0,1
3610,2500000,46849,71904.0,100.0,232816,291,23,1,33800,235,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-2428096.0,0
3611,21000000,50780,970816.0,91.0,1585189,2119,680,1,35067,41,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-20029184.0,0
3612,380000000,1865,1045713802.0,136.0,6892702,18803,511,2,35159,133,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,665713802.0,1
3613,30000000,59436,151119219.0,94.0,785927,1827,67,1,35156,130,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,121119219.0,1
3614,32000000,8967,54674226.0,139.0,895529,3041,84,1,35163,137,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22674226.0,1
3615,80000000,45243,254455986.0,102.0,4565519,6163,323,1,35170,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,174455986.0,1
3616,2000000,42889,563706.0,120.0,979543,914,472,1,34913,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1436294.0,0
3617,4317946,57276,14624826.0,106.0,26880,129,3,1,35080,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10306880.0,1
3618,16000000,49950,40492759.0,91.0,967798,1886,162,1,35060,34,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24492759.0,1
3619,9500000,44945,120000.0,104.0,903189,558,59,3,34913,252,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-9380000.0,0
3620,14350531,59678,3964682.0,88.0,4596182,9982,688,1,35157,131,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-10385849.0,0
3621,150000000,49444,665692281.0,91.0,2389429,4076,231,2,35170,144,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,515692281.0,1
3622,160000000,49538,353624124.0,132.0,13085690,19657,808,1,35169,143,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,193624124.0,1
3623,30000000,52505,102000000.0,98.0,11008,18,3,1,34961,300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,72000000.0,1
3624,5000000,45658,2614773.0,97.0,299249,359,34,1,34948,287,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-2385227.0,0
3625,3200000,55347,5332926.0,105.0,2465242,6117,226,1,34914,253,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2132926.0,1
3626,50000000,37686,260095987.0,112.0,397775,876,37,1,35184,158,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,210095987.0,1
3627,200000000,44912,219851172.0,114.0,6533269,9606,1172,3,35192,166,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19851172.0,1
3628,55000000,58224,187361754.0,94.0,3568174,3893,447,1,35193,167,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,132361754.0,1
3629,20000000,52449,216197492.0,92.0,541642,1322,111,1,35161,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,196197492.0,1
3630,20000000,35688,60072596.0,121.0,145110,313,44,1,34752,91,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,40072596.0,1
3631,195000000,38356,1123746996.0,154.0,5445835,6952,452,2,35204,178,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,928746996.0,1
3632,30000000,59861,36160375.0,98.0,170392,165,14,1,35206,180,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6160375.0,1
3633,49900000,38319,26121638.0,102.0,5467934,8241,457,2,35123,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-23778362.0,0
3634,20000000,60062,14166853.0,91.0,856917,1993,379,1,35186,160,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-5833147.0,0
3635,32000000,22907,69055695.0,107.0,84384,77,5,1,34898,237,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,37055695.0,1
3636,80000000,38317,169852759.0,102.0,2872006,2606,1279,1,35212,186,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,89852759.0,1
3637,35000000,51540,117000000.0,98.0,1295581,2345,87,1,35214,188,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,82000000.0,1
3638,200000000,49013,559852396.0,106.0,45497780,26453,7308,4,35187,161,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,359852396.0,1
3639,10000000,45657,498974.0,88.0,3655566,2895,259,1,34916,255,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-9501026.0,0
3640,4090000,67109,18035000.0,102.0,222389,406,38,1,35207,181,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13945000.0,1
3641,20000000,59860,17425000.0,109.0,12769680,35914,1916,1,35207,181,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-2575000.0,0
3642,125000000,12445,1342000000.0,130.0,22045506,118039,2295,3,35213,187,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1217000000.0,1
3643,15000000,64690,78054825.0,100.0,4413003,10442,528,1,35243,217,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,63054825.0,1
3644,134005,58882,1332231.0,104.0,495434,996,45,1,35221,195,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1198226.0,1
3645,140000000,1771,370569774.0,124.0,15068768,32380,1219,3,35228,202,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,230569774.0,1
3646,50000000,50646,142851197.0,118.0,4705719,10462,309,2,35235,209,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,92851197.0,1
3647,15000000,51828,59389433.0,107.0,6851320,25637,532,1,35086,60,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,44389433.0,1
3648,6000000,67913,19560274.0,96.0,157415,77,3,1,35213,187,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13560274.0,1
3649,30000000,51162,14460000.0,63.0,3767637,14163,571,1,35128,102,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-15540000.0,0
3650,110000000,41513,563749323.0,103.0,3031538,3501,1189,1,35235,209,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,453749323.0,1
3651,20000000,43935,4634062.0,107.0,130464,320,60,1,35100,74,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-15365938.0,0
3652,35000000,50544,150483765.0,109.0,2399727,0,0,1,35227,201,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,115483765.0,1
3653,20000000,12819,39300000.0,88.0,6596,13,0,1,34920,259,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19300000.0,1
3654,10000000,33927,18.0,98.0,2137,0,0,1,28732,280,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-9999982.0,0
3655,15774948,55846,741875.0,97.0,832099,355,31,1,35165,139,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-15033073.0,0
3656,10000000,59968,17273593.0,90.0,1823927,3013,174,1,35263,237,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7273593.0,1
3657,9000000,39806,771499.0,130.0,132974,393,12,1,34794,133,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-8228501.0,0
3658,3837625,63943,3867000.0,103.0,4516,8,0,1,34952,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,29375.0,1
3659,93000000,61791,482860185.0,105.0,10520990,8193,764,1,35240,214,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,389860185.0,1
3660,52000000,49520,75450437.0,112.0,393140,1094,40,1,35242,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23450437.0,1
3661,25000000,50014,124272124.0,146.0,837729,2426,75,1,35246,220,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,99272124.0,1
