,adult,budget,id,original_language,revenue,runtime,views,likes,dislikes,n_trailers,daysSinceStart,dayInYear,Mystery,Romance,Family,Science Fiction,Horror,Crime,Drama,Fantasy,Western,Animation,Music,Adventure,Foreign,Action,TV Movie,Comedy,Documentary,War,Thriller,History,numlang,cn,da,de,en,es,fr,hi,it,ja,ko,ml,ru,ta,zh
3040,False,55000000,1729,en,127906624.0,104.0,166144,140,11,1,34038,108,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3041,False,38000000,14324,en,5410749.0,93.0,716739,507,75,1,33915,350,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3042,False,4000000,13258,en,6870249.0,96.0,132353,0,0,1,33586,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3043,False,25000000,13018,en,17741298.0,107.0,1318734,620,58,1,34044,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3044,False,30000000,8780,en,63833449.0,99.0,1164414,635,87,1,34043,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3045,False,3500000,13359,en,7700000.0,90.0,194,4,1,1,34038,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3046,False,140000000,1726,en,585174222.0,126.0,2578611,8778,248,1,34050,120,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3047,False,40000000,10761,en,84601681.0,101.0,706541,861,27,1,34052,122,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3048,False,25000000,8681,en,226830568.0,93.0,4236549,5093,177,1,33978,48,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3049,False,7000000,13001,en,8900000.0,97.0,49321,49,2,1,34000,70,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3050,False,5000000,13243,en,346592.0,97.0,284042,364,23,1,33814,249,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3051,False,35000000,9029,da,170000000.0,99.0,212203,322,13,1,34057,127,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3052,False,225000000,2454,en,419651413.0,150.0,90058,131,8,2,34065,135,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3053,False,5000000,13191,en,1296184.0,106.0,766613,584,64,1,34048,118,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3054,False,185000000,217,en,786636033.0,122.0,247335,281,21,2,34071,141,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3055,False,65000000,4564,en,415252786.0,145.0,149247,72,16,1,34062,132,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3056,False,9000000,10665,en,82391145.0,86.0,925943,423,30,1,34079,149,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3057,False,130000000,9502,en,631744560.0,90.0,1145221,1667,182,1,34085,155,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3058,False,90000000,10661,en,201596308.0,113.0,616421,872,81,1,34086,156,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3059,False,60000000,8645,en,163403799.0,91.0,1861556,2132,316,1,34092,162,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3060,False,150000000,1724,en,163712074.0,114.0,11054977,10556,1106,2,34093,163,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3061,False,40000000,13405,zh,7400000.0,125.0,78329,99,6,1,34114,184,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3062,False,180000000,10681,en,521311860.0,98.0,609181,906,69,1,34103,173,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3063,False,75000000,8909,en,258270008.0,110.0,637801,762,32,1,34100,170,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3064,False,150000000,8960,en,624029371.0,92.0,35636,25,1,3,34112,182,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3065,False,500000,15728,en,220151.0,88.0,1142452,976,94,1,33595,30,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3066,False,80000000,11665,en,230685453.0,110.0,50403,122,6,2,34100,170,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3067,False,52000000,11631,en,609841637.0,108.0,40489,29,6,2,34114,184,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3068,False,11000000,8265,fr,53191886.0,106.0,124518,148,9,1,33938,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3069,False,5200000,13614,pl,14723313.0,118.0,338577,400,32,1,33828,263,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3070,False,45000000,88751,en,101702060.0,93.0,31827,30,2,1,34121,191,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3071,False,20000000,13910,en,8380329.0,97.0,10305,8,0,1,33820,255,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3072,False,15000000,6687,en,5926410.0,111.0,233981,208,22,2,33947,17,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3073,False,37000000,11802,en,63800345.0,81.0,212582,157,37,2,34128,198,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3074,False,130000000,13183,en,185258983.0,163.0,53446,58,6,1,34359,63,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3075,False,65000000,12133,en,128107642.0,98.0,1132148,1787,83,1,34136,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3076,False,20000000,12568,en,13204291.0,133.0,51722,75,6,1,34136,206,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3077,False,30000000,8836,en,68369434.0,104.0,255357,481,58,1,34135,205,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3078,False,700000,16725,en,31576.0,77.0,352463,923,24,1,33603,38,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3079,False,145000000,1735,en,401128639.0,112.0,3619934,6725,843,1,34112,182,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3080,False,21000000,10187,en,17600000.0,120.0,550551,414,31,1,34143,213,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3081,False,15000000,10185,en,3533227.0,98.0,455752,603,50,1,34149,219,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3082,False,5000000,13996,en,4040588.0,110.0,76165,73,3,1,34148,218,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3083,False,15000000,5038,en,96408652.0,96.0,1126675,1545,101,1,34157,227,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3084,False,27000000,10189,en,101624843.0,111.0,37973,54,1,1,34148,218,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3085,False,80341000,12289,zh,127814609.0,150.0,972414,1539,86,1,34121,191,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3086,False,27000000,10188,en,44352417.0,117.0,192721,956,7,1,34148,218,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3087,False,13000000,11671,en,14894347.0,112.0,310820,264,15,1,34150,220,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3088,False,92000000,7446,en,188072649.0,107.0,19091,12,3,1,34151,221,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3089,False,8500000,12180,en,68282844.0,98.0,247653,130,55,1,34147,217,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3090,False,8000000,13256,en,2033165.0,111.0,93593,73,8,1,34149,219,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3091,False,2000000,8885,he,11125849.0,90.0,48027,102,3,1,34106,176,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3092,False,4000000,13310,sv,10785801.0,115.0,3876666,5492,274,1,33955,25,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3093,False,45000000,10483,en,73762516.0,105.0,37227,27,2,1,34164,234,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3094,False,25000000,12620,en,70442940.0,97.0,2546406,3315,104,3,34164,234,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3095,False,15000000,10186,en,8762890.0,102.0,251578,356,27,1,34162,232,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3096,False,35000000,13515,en,72436439.0,110.0,6875411,11522,2073,1,34157,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3097,False,37000000,4944,en,163720069.0,96.0,54688,75,4,1,34178,248,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3098,False,25000000,13805,en,14109284.0,87.0,3035554,3139,2207,1,34171,241,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3099,False,70000000,9381,en,72108608.0,101.0,3548938,2806,234,1,34162,232,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3100,False,22000000,13291,en,23530831.0,114.0,45980,35,3,1,34165,235,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3101,False,7000000,13991,en,6230276.0,94.0,167555,155,33,1,34170,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3102,False,16000000,13972,en,50007546.0,114.0,747202,616,83,1,34185,255,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3103,False,3500000,15206,it,54947.0,102.0,334362,281,49,1,33813,248,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3104,False,60000000,8285,en,39031337.0,103.0,57011,81,2,5,34289,359,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3105,False,45000000,13184,en,42487390.0,99.0,152644,0,0,1,34163,233,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3106,False,79000,13484,en,245000.0,85.0,165222,0,0,1,33374,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3107,False,60000000,13389,en,73174566.0,101.0,189051,184,18,1,34184,254,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3108,False,20000000,13279,en,27640028.0,110.0,5219,4,0,2,34192,262,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3109,False,20000000,12690,en,20211394.0,115.0,243261,206,16,1,34185,255,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3110,False,45000000,12412,en,9323833.0,160.0,217568,0,0,1,34188,258,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3111,False,80000000,13027,en,178066569.0,118.0,1469750,1589,105,1,34198,268,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3112,False,27000000,13092,en,17286299.0,110.0,98964,131,10,1,34205,275,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3113,False,9000000,12182,en,32973937.0,89.0,132898,197,13,1,34206,276,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3114,False,10000000,3097,en,25800.0,127.0,35449,35,3,1,32247,143,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3115,False,70000000,12113,en,113280098.0,128.0,207508,143,12,2,34213,283,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3116,False,55000000,13600,en,17869048.0,90.0,138365,108,5,1,34210,280,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3117,False,35000000,13051,en,85416905.0,100.0,244776,571,45,1,34218,288,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3118,False,24000000,10358,en,42105111.0,102.0,62041,62,8,1,34191,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3119,False,25100000,10523,en,29506464.0,131.0,35835,60,2,1,34220,290,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3120,False,20000000,13596,en,36620508.0,101.0,154295,114,10,1,34192,262,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3121,False,11000000,12837,en,38105395.0,114.0,71677,157,6,1,34190,260,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3122,False,20000000,13948,en,7000000.0,83.0,44839,108,86,1,34206,276,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3123,False,7500000,7735,de,19000000.0,107.0,573280,791,54,1,34000,70,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3124,False,12000000,13812,en,40855419.0,89.0,721679,851,168,1,34213,283,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3125,False,30000000,13150,en,31148328.0,130.0,1668522,1210,78,1,34182,252,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3126,False,40000000,14325,en,9793496.0,130.0,383357,401,14,1,34213,283,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3127,False,18000000,13809,en,25739015.0,114.0,716281,874,89,1,34177,247,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3128,False,150000000,10527,en,603900354.0,89.0,641594,0,0,1,34233,303,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3129,False,2000000,13506,ru,38135878.0,123.0,287219,261,14,1,34087,157,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,2.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3130,False,25000000,8338,en,19844979.0,121.0,253615,278,19,1,34064,134,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3131,False,55000000,3580,en,113020255.0,141.0,282662,277,20,3,33959,29,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3132,False,32000000,20766,en,27635305.0,111.0,541447,779,49,2,34624,328,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3133,False,15000000,12405,en,377910544.0,120.0,12054370,19888,1103,1,34062,132,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3134,False,200000000,10764,en,586090727.0,106.0,1717755,2875,165,4,34233,303,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3135,False,28000000,15373,en,92380927.0,99.0,468427,529,31,1,33963,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3136,False,6000000,13672,fr,276891.0,96.0,121058,151,8,1,34085,155,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3137,False,10800000,11917,en,113857533.0,92.0,70757,0,0,1,34226,296,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3138,False,19000000,13523,en,18755936.0,109.0,4183222,4916,1041,1,34219,289,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3139,False,6000000,15749,en,391410.0,108.0,84209,36,8,1,34230,300,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3140,False,20000000,14405,en,149281606.0,91.0,962895,1675,245,1,34206,276,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3141,False,130000000,6972,en,49554002.0,165.0,649495,1071,59,2,34252,322,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3142,False,150000000,13053,en,309979994.0,98.0,1616784,0,0,1,34255,325,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3143,False,20000000,10139,en,54586584.0,128.0,696576,1509,154,1,34260,330,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3144,False,37000000,8966,en,392616625.0,122.0,10793150,22037,1404,1,34254,324,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3145,False,30000000,13387,en,108979549.0,104.0,1201144,1736,413,1,34260,330,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3146,False,80000000,12193,en,163733697.0,88.0,1000393,772,48,1,34260,330,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3147,False,12500000,14574,en,20416563.0,94.0,139460,167,10,1,34057,127,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3148,False,3500000,10900,en,1115493.0,97.0,8978,5,2,1,33968,38,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3149,False,500000,14438,en,33456317.0,122.0,33395,50,4,1,34199,269,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3150,False,25000000,14248,en,30000000.0,87.0,36276,14,3,1,34192,262,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3151,False,20500000,13056,en,10089373.0,102.0,3071220,3420,1208,1,34269,339,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3152,False,80000000,10200,en,233093859.0,104.0,41015,28,3,2,34274,344,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3153,False,20000000,14359,en,50907234.0,104.0,624268,730,54,2,34261,331,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3154,False,33000000,13223,en,269958228.0,116.0,80957,119,8,1,34273,343,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3155,False,32000000,8055,en,113019290.0,124.0,55838,32,3,1,34274,344,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3156,False,55000000,11321,en,168167691.0,123.0,203003,337,8,1,34282,352,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3157,False,6000000,12163,en,44703995.0,109.0,84698,131,5,1,34180,250,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3158,False,150000000,4922,en,333932083.0,166.0,49061,43,4,1,34258,328,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3159,False,70000000,10201,en,225990978.0,104.0,400137,423,16,2,34273,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3160,False,75000000,2253,en,200276000.0,121.0,1256248,1661,110,3,34289,359,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3161,False,80000000,10202,en,212874442.0,99.0,19950,23,1,1,34288,358,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3162,False,3000000,13973,en,3830137.0,92.0,3668597,3878,1841,1,34199,269,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3163,False,35000000,4148,en,75225693.0,119.0,763024,848,39,1,34283,353,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3164,False,20000000,13971,en,21972336.0,98.0,2140938,2296,149,1,33930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
